"Code","Description","Parent"
"15246","v hornině suché","1524"
"15247","v hornině mokré","1524"
"15248","v hornině zavodněné","1524"
"1525","přepaž. v II. st. ražnosti","152"
"15256","v hornině suché","1525"
"15257","v hornině mokré","1525"
"15258","v hornině zavodněné","1525"
"1526","přepaž. v III. st. ražnosti","152"
"15266","v hornině suché","1526"
"15267","v hornině mokré","1526"
"15268","v hornině zavodněné","1526"
"1529","ostatní","152"
"15296","v hornině suché","1529"
"15297","v hornině mokré","1529"
"15298","v hornině zavodněné","1529"
"153","speciál. zajištění výkopu, násypu a svahu","15"
"1531","štětovými stěnami","153"
"15311","ocelovými","1531"
"15312","dřevěnými","1531"
